name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-12246,NO,3046,1429,1617,1.131,0.2,2.4e-01,1.0e+00,0.9335,1108,1413,1313,1561,1489,1610,1752
GENE-1703,NO,1327.3,568,759.3,1.337,0.4,2.4e-01,1.0e+00,0.9335,1109,356,790,558,553,930,795
GENE-5223,NO,444.3,257,187.3,0.73,-0.5,2.4e-01,1.0e+00,0.9335,1110,178,404,189,212,205,145
GENE-14945,NO,152,57.7,94.3,1.627,0.7,2.4e-01,1.0e+00,0.9335,1111,35,24,114,77,100,106
GENE-1309,NO,188,85,103,1.211,0.3,2.4e-01,1.0e+00,0.9336,1112,83,66,106,114,102,93
GENE-9126,NO,489,224.7,264.3,1.178,0.2,2.4e-01,1.0e+00,0.9336,1113,251,209,214,276,303,214
GENE-10430,NO,365,223.3,141.7,0.634,-0.7,2.4e-01,1.0e+00,0.9336,1114,90,274,306,87,122,216
GENE-13941,NO,3539.7,2155.3,1384.3,0.642,-0.6,2.4e-01,1.0e+00,0.9336,1115,1792,1555,3119,1024,2445,684
GENE-5254,NO,1464.3,1063.7,400.7,0.377,-1.4,2.4e-01,1.0e+00,0.9336,1116,1873,1058,260,87,95,1020
GENE-6759,NO,2576,1368,1208,0.883,-0.2,2.4e-01,1.0e+00,0.9336,1117,1345,1441,1318,1357,1178,1089
GENE-15352,NO,343.3,154,189.3,1.228,0.3,2.4e-01,1.0e+00,0.9336,1118,173,169,120,145,228,195
GENE-9206,NO,2326,1097.3,1228.7,1.12,0.2,2.4e-01,1.0e+00,0.9336,1118,1071,1106,1115,1253,1130,1303
GENE-9085,NO,23.7,9.3,14.3,1.52,0.6,2.4e-01,1.0e+00,0.9336,1119,4,16,8,12,17,14
GENE-938,NO,1568.3,726.7,841.7,1.158,0.2,2.4e-01,1.0e+00,0.9336,1120,656,845,679,940,819,766
GENE-3096,NO,1076.7,501,575.7,1.149,0.2,2.4e-01,1.0e+00,0.9336,1121,569,429,505,558,589,580
GENE-15598,NO,4809.3,2225,2584.3,1.162,0.2,2.4e-01,1.0e+00,0.9336,1122,2689,1981,2005,2351,2577,2825
GENE-2346,NO,52,31,21,0.674,-0.6,2.4e-01,1.0e+00,0.9336,1123,16,53,24,22,20,21
GENE-12240,NO,143,77.7,65.3,0.841,-0.3,2.4e-01,1.0e+00,0.9336,1124,72,90,71,78,58,60
GENE-10078,NO,8477.7,7291.7,1186,0.163,-2.6,2.4e-01,1.0e+00,0.9336,1125,10978,2283,8614,22,3536,0
GENE-6154,NO,2764,1514.7,1249.3,0.825,-0.3,2.4e-01,1.0e+00,0.9336,1126,1326,1965,1253,1099,1186,1463
GENE-2891,NO,24.7,9.7,15,1.537,0.6,2.4e-01,1.0e+00,0.9336,1127,9,12,8,25,7,13
GENE-18091,NO,48,27,21,0.776,-0.4,2.4e-01,1.0e+00,0.9336,1128,28,20,33,18,18,27
GENE-9555,NO,161.3,74.3,87,1.169,0.2,2.4e-01,1.0e+00,0.9336,1129,65,83,75,98,77,86
GENE-8133,NO,224.7,103.3,121.3,1.175,0.2,2.4e-01,1.0e+00,0.9336,1130,104,106,100,130,138,96
GENE-18227,NO,46,20,26,1.292,0.4,2.4e-01,1.0e+00,0.9336,1131,19,17,24,20,35,23
GENE-14035,NO,46.3,20,26.3,1.31,0.4,2.4e-01,1.0e+00,0.9336,1132,25,12,23,24,25,30
GENE-15004,NO,5224.3,2793.7,2430.7,0.87,-0.2,2.4e-01,1.0e+00,0.9336,1132,3123,2772,2486,2271,2213,2808
GENE-6669,NO,991.7,119,872.7,7.32,2.9,2.4e-01,1.0e+00,0.9336,1133,1,1,355,2487,123,8
GENE-16046,NO,141.7,76.3,65.3,0.856,-0.2,2.4e-01,1.0e+00,0.9336,1134,85,77,67,74,60,62
GENE-5428,NO,45.7,26.7,19,0.711,-0.5,2.4e-01,1.0e+00,0.9336,1135,35,26,19,29,16,12
GENE-8207,NO,251.7,109,142.7,1.31,0.4,2.4e-01,1.0e+00,0.9336,1136,68,140,119,127,183,118
GENE-16648,NO,123,54.3,68.7,1.259,0.3,2.4e-01,1.0e+00,0.9336,1137,73,49,41,57,69,80
GENE-5330,NO,2204.7,1180.3,1024.3,0.868,-0.2,2.4e-01,1.0e+00,0.9336,1138,1083,1394,1064,994,964,1115
GENE-12601,NO,2186,1225,961,0.784,-0.4,2.5e-01,1.0e+00,0.9336,1139,1057,1426,1192,1290,619,974
GENE-11909,NO,51,29.7,21.3,0.716,-0.5,2.5e-01,1.0e+00,0.9336,1140,24,45,20,15,24,25
GENE-19927,NO,1043.3,352,691.3,1.964,1,2.5e-01,1.0e+00,0.9336,1141,469,45,542,695,921,458
GENE-3072,NO,240,111.3,128.7,1.156,0.2,2.5e-01,1.0e+00,0.9336,1142,107,108,119,128,147,111
GENE-16214,NO,2402.7,1014,1388.7,1.369,0.5,2.5e-01,1.0e+00,0.9336,1143,579,1598,865,1328,1228,1610
GENE-17736,NO,421.3,193,228.3,1.185,0.2,2.5e-01,1.0e+00,0.9336,1144,201,200,178,248,262,175
GENE-1643,NO,331.3,183,148.3,0.813,-0.3,2.5e-01,1.0e+00,0.9336,1145,143,221,185,129,128,188
GENE-260,NO,486.7,271,215.7,0.796,-0.3,2.5e-01,1.0e+00,0.9336,1146,213,340,260,277,207,163
GENE-6794,NO,350.7,193,157.7,0.819,-0.3,2.5e-01,1.0e+00,0.9336,1146,147,188,244,144,143,186
GENE-4947,NO,97.7,54.7,43,0.784,-0.4,2.5e-01,1.0e+00,0.9336,1147,70,50,44,33,56,40
GENE-3626,NO,302.7,208.7,94,0.45,-1.2,2.5e-01,1.0e+00,0.9336,1148,21,126,479,86,124,72
GENE-16876,NO,856.7,462.3,394.3,0.853,-0.2,2.5e-01,1.0e+00,0.9336,1149,475,507,405,408,450,325
GENE-17840,NO,420.3,194.7,225.7,1.159,0.2,2.5e-01,1.0e+00,0.9336,1150,183,173,228,209,220,248
GENE-12959,NO,25.3,10.3,15,1.44,0.5,2.5e-01,1.0e+00,0.9336,1151,9,10,12,14,8,23
GENE-13874,NO,766,412.7,353.3,0.857,-0.2,2.5e-01,1.0e+00,0.9336,1152,370,421,447,419,337,304
GENE-14465,NO,34,20.3,13.7,0.671,-0.6,2.5e-01,1.0e+00,0.9336,1153,22,24,15,17,19,5
GENE-10491,NO,608,282,326,1.156,0.2,2.5e-01,1.0e+00,0.9336,1154,251,335,260,318,342,318
GENE-10501,NO,51.7,28.3,23.3,0.821,-0.3,2.5e-01,1.0e+00,0.9336,1155,35,26,24,22,25,23
GENE-9889,NO,3083.3,1453.7,1629.7,1.121,0.2,2.5e-01,1.0e+00,0.9336,1156,1469,1474,1418,1526,1550,1813
GENE-642,NO,167.3,78.3,89,1.136,0.2,2.5e-01,1.0e+00,0.9336,1157,80,74,81,90,93,84
GENE-14935,NO,307,133.3,173.7,1.302,0.4,2.5e-01,1.0e+00,0.9336,1158,176,139,85,131,214,176
GENE-18587,NO,467.3,217,250.3,1.154,0.2,2.5e-01,1.0e+00,0.9336,1159,181,241,229,252,263,236
GENE-13889,NO,67.3,38,29.3,0.769,-0.4,2.5e-01,1.0e+00,0.9336,1160,37,50,27,23,37,28
GENE-11723,NO,72.3,41.7,30.7,0.734,-0.4,2.5e-01,1.0e+00,0.9336,1160,63,31,31,36,34,22
GENE-6334,NO,2547,1174,1373,1.17,0.2,2.5e-01,1.0e+00,0.9336,1161,1222,1288,1012,1649,1168,1302
GENE-18610,NO,66.3,37,29.3,0.79,-0.3,2.5e-01,1.0e+00,0.9336,1162,44,25,42,28,34,26
GENE-8844,NO,1422.3,667.3,755,1.131,0.2,2.5e-01,1.0e+00,0.9336,1163,643,705,654,671,797,797
GENE-2004,NO,27,15.7,11.3,0.722,-0.5,2.5e-01,1.0e+00,0.9336,1164,10,16,21,15,11,8
GENE-7778,NO,291.7,135.7,156,1.152,0.2,2.5e-01,1.0e+00,0.9336,1165,127,120,160,153,153,162
GENE-19953,NO,736,412,324,0.786,-0.3,2.5e-01,1.0e+00,0.9336,1166,423,276,537,330,257,385
GENE-15386,NO,1515.7,811,704.7,0.869,-0.2,2.5e-01,1.0e+00,0.9336,1167,852,834,747,609,820,685
GENE-11257,NO,1023,468.3,554.7,1.183,0.2,2.5e-01,1.0e+00,0.9336,1168,545,487,373,519,505,640
GENE-15416,NO,2395,1098.3,1296.7,1.18,0.2,2.5e-01,1.0e+00,0.9336,1169,1117,895,1283,1300,1093,1497
GENE-5782,NO,31,12.7,18.3,1.437,0.5,2.5e-01,1.0e+00,0.9336,1170,17,13,8,28,13,14
GENE-12426,NO,55,31.7,23.3,0.735,-0.4,2.5e-01,1.0e+00,0.9336,1171,37,29,29,36,14,20
GENE-4964,NO,458.3,208.7,249.7,1.198,0.3,2.5e-01,1.0e+00,0.9336,1172,203,212,211,206,217,326
GENE-6567,NO,42.3,18.7,23.7,1.26,0.3,2.5e-01,1.0e+00,0.9336,1173,18,20,18,24,30,17
GENE-3495,NO,246.7,113.7,133,1.171,0.2,2.5e-01,1.0e+00,0.9336,1174,138,94,109,130,138,131
GENE-10131,NO,4912.3,2577.3,2335,0.906,-0.1,2.5e-01,1.0e+00,0.9336,1174,2590,2517,2625,2392,2299,2314
GENE-4835,NO,176.3,94.3,82,0.866,-0.2,2.5e-01,1.0e+00,0.9336,1175,104,84,95,87,73,86
GENE-1842,NO,4869,2674.7,2194.3,0.82,-0.3,2.5e-01,1.0e+00,0.9336,1176,1941,3522,2561,1969,2198,2416
GENE-7126,NO,1535,812.3,722.7,0.889,-0.2,2.5e-01,1.0e+00,0.9336,1177,748,856,833,737,754,677
GENE-2272,NO,1170,632,538,0.851,-0.2,2.5e-01,1.0e+00,0.9336,1178,624,559,713,642,449,523
GENE-10283,NO,308.7,167,141.7,0.849,-0.2,2.5e-01,1.0e+00,0.9336,1179,199,169,133,132,156,137
GENE-11323,NO,392.7,173.7,219,1.262,0.3,2.5e-01,1.0e+00,0.9336,1180,110,184,227,247,202,208
GENE-14330,NO,25.7,10.3,15.3,1.47,0.6,2.5e-01,1.0e+00,0.9336,1181,5,12,14,13,22,11
GENE-17656,NO,121.3,67.7,53.7,0.79,-0.3,2.5e-01,1.0e+00,0.9336,1182,60,48,95,51,58,52
GENE-4438,NO,33.7,14.3,19.3,1.34,0.4,2.5e-01,1.0e+00,0.9336,1183,19,12,12,16,27,15
GENE-7453,YES,8758.7,4750.3,4008.3,0.844,-0.2,2.6e-01,1.0e+00,0.9336,1184,5628,4535,4088,3472,3590,4963
GENE-18968,NO,76.3,30,46.3,1.535,0.6,2.6e-01,1.0e+00,0.9336,1185,28,47,15,25,45,69
GENE-18077,NO,67.7,30.7,37,1.2,0.3,2.6e-01,1.0e+00,0.9336,1186,25,35,32,34,38,39
GENE-17458,NO,54,30.3,23.7,0.777,-0.4,2.6e-01,1.0e+00,0.9336,1187,33,37,21,27,18,26
GENE-6138,NO,1514.7,663.7,851,1.282,0.4,2.6e-01,1.0e+00,0.9336,1188,651,440,900,814,690,1049
GENE-19252,NO,233.3,106,127.3,1.2,0.3,2.6e-01,1.0e+00,0.9336,1188,134,86,98,133,111,138
GENE-13573,NO,153.7,61.3,92.3,1.51,0.6,2.6e-01,1.0e+00,0.9336,1189,69,92,23,66,125,86
GENE-5206,NO,267.3,143,124.3,0.872,-0.2,2.6e-01,1.0e+00,0.9336,1190,135,128,166,125,129,119
GENE-2472,NO,34,14,20,1.417,0.5,2.6e-01,1.0e+00,0.9336,1191,9,20,13,29,14,17
GENE-8682,NO,36.7,20.3,16.3,0.801,-0.3,2.6e-01,1.0e+00,0.9336,1192,19,21,21,12,17,20
GENE-11341,NO,76.7,42,34.7,0.822,-0.3,2.6e-01,1.0e+00,0.9336,1193,42,48,36,39,38,27
GENE-1793,NO,217,118.7,98.3,0.825,-0.3,2.6e-01,1.0e+00,0.9336,1194,110,147,99,97,80,118
GENE-10495,NO,74.7,33,41.7,1.257,0.3,2.6e-01,1.0e+00,0.9336,1195,40,31,28,30,44,51
GENE-1291,NO,169,92.7,76.3,0.823,-0.3,2.6e-01,1.0e+00,0.9336,1196,92,114,72,75,64,90
GENE-2349,NO,40.7,23,17.7,0.766,-0.4,2.6e-01,1.0e+00,0.9336,1197,31,18,20,23,15,15
GENE-19266,NO,90,37.3,52.7,1.402,0.5,2.6e-01,1.0e+00,0.9336,1198,42,50,20,71,52,35
GENE-5403,NO,33.3,19.3,14,0.722,-0.5,2.6e-01,1.0e+00,0.9336,1199,14,24,20,20,14,8
GENE-5335,NO,4288.3,2275.3,2013,0.885,-0.2,2.6e-01,1.0e+00,0.9336,1200,2354,2452,2020,2003,1826,2210
GENE-5696,NO,116.3,62.7,53.7,0.857,-0.2,2.6e-01,1.0e+00,0.9336,1201,65,70,53,50,57,54
GENE-18056,NO,61.7,26.3,35.3,1.333,0.4,2.6e-01,1.0e+00,0.9336,1202,17,25,37,38,42,26
GENE-19133,NO,59,35,24,0.683,-0.6,2.6e-01,1.0e+00,0.9336,1202,18,30,57,20,32,20
GENE-12505,NO,455,243,212,0.873,-0.2,2.6e-01,1.0e+00,0.9336,1203,223,240,266,223,228,185
GENE-15624,NO,4249.7,1991,2258.7,1.135,0.2,2.6e-01,1.0e+00,0.9336,1204,1899,2096,1978,2586,2242,1948
GENE-2842,NO,2837,1274.7,1562.3,1.226,0.3,2.6e-01,1.0e+00,0.9336,1205,908,1319,1597,1463,1870,1354
GENE-3446,NO,57.3,24.3,33,1.348,0.4,2.6e-01,1.0e+00,0.9336,1206,28,18,27,44,36,19
GENE-10879,NO,70,39.7,30.3,0.763,-0.4,2.6e-01,1.0e+00,0.9336,1207,55,28,36,22,35,34
GENE-674,NO,3252.3,1765,1487.3,0.843,-0.2,2.6e-01,1.0e+00,0.9336,1208,2027,1736,1532,1130,1702,1630
GENE-5794,NO,293.3,158.3,135,0.851,-0.2,2.6e-01,1.0e+00,0.9336,1209,183,158,134,121,125,159
GENE-4519,NO,512.7,237,275.7,1.164,0.2,2.6e-01,1.0e+00,0.9336,1210,249,251,211,226,313,288
GENE-8942,YES,232.7,102.7,130,1.262,0.3,2.6e-01,1.0e+00,0.9336,1211,115,77,116,106,108,176
GENE-13824,NO,1125,339.7,785.3,2.312,1.2,2.6e-01,1.0e+00,0.9336,1212,129,600,290,1814,441,101
GENE-14352,NO,430.7,236.3,194.3,0.824,-0.3,2.6e-01,1.0e+00,0.9336,1213,195,300,214,223,155,205
GENE-17794,NO,345.7,161.3,184.3,1.144,0.2,2.6e-01,1.0e+00,0.9336,1214,157,147,180,179,169,205
GENE-3834,NO,44,24.7,19.3,0.781,-0.4,2.6e-01,1.0e+00,0.9336,1215,22,34,18,21,18,19
GENE-2036,NO,88,47.7,40.3,0.843,-0.2,2.6e-01,1.0e+00,0.9336,1216,44,44,55,39,36,46
GENE-8070,NO,202,109.3,92.7,0.844,-0.2,2.6e-01,1.0e+00,0.9336,1216,113,86,129,103,92,83
GENE-8141,NO,217,99.7,117.3,1.178,0.2,2.6e-01,1.0e+00,0.9336,1217,92,120,87,132,119,101
GENE-10433,NO,100.7,44.3,56.3,1.264,0.3,2.6e-01,1.0e+00,0.9336,1218,52,43,38,77,41,51
GENE-16314,NO,57,33.7,23.3,0.69,-0.5,2.6e-01,1.0e+00,0.9336,1219,26,29,46,28,32,10
GENE-14350,NO,1030.3,481,549.3,1.142,0.2,2.6e-01,1.0e+00,0.9336,1220,528,453,462,487,544,617
GENE-4263,NO,3685.7,1938.3,1747.3,0.902,-0.1,2.6e-01,1.0e+00,0.9336,1221,1925,1907,1983,1873,1637,1732
GENE-15540,NO,603.3,281,322.3,1.147,0.2,2.6e-01,1.0e+00,0.9336,1222,291,238,314,343,302,322
GENE-1602,NO,136,75.7,60.3,0.797,-0.3,2.6e-01,1.0e+00,0.9336,1223,84,88,55,51,79,51
GENE-6245,NO,927,434.7,492.3,1.132,0.2,2.6e-01,1.0e+00,0.9336,1224,472,410,422,521,445,511
GENE-2985,NO,3098.7,1445,1653.7,1.144,0.2,2.6e-01,1.0e+00,0.9336,1225,1635,1510,1190,1761,1551,1649
GENE-3748,NO,1046.3,558.3,488,0.874,-0.2,2.6e-01,1.0e+00,0.9336,1226,563,611,501,484,433,547
GENE-1831,NO,55.3,30,25.3,0.841,-0.2,2.6e-01,1.0e+00,0.9336,1227,28,29,33,28,23,25
GENE-1525,NO,1164.7,637.7,527,0.826,-0.3,2.6e-01,1.0e+00,0.9336,1228,581,622,710,453,425,703
GENE-10924,NO,694,369,325,0.88,-0.2,2.6e-01,1.0e+00,0.9336,1229,354,336,417,314,318,343
GENE-1001,NO,511.3,290.7,220.7,0.761,-0.4,2.6e-01,1.0e+00,0.9336,1230,265,337,270,176,147,339
GENE-5492,NO,318,145.7,172.3,1.183,0.2,2.6e-01,1.0e+00,0.9336,1230,171,134,132,154,152,211
GENE-11151,NO,5024.3,2221.3,2803,1.262,0.3,2.6e-01,1.0e+00,0.9336,1231,2506,2007,2151,2440,1933,4036
GENE-18833,NO,30.7,13.3,17.3,1.291,0.4,2.6e-01,1.0e+00,0.9336,1232,15,16,9,15,21,16
GENE-8014,NO,5149,2755.3,2393.7,0.869,-0.2,2.7e-01,1.0e+00,0.9336,1233,3181,2570,2515,2694,2464,2023
GENE-13287,NO,61.7,35,26.7,0.76,-0.4,2.7e-01,1.0e+00,0.9336,1234,52,29,24,23,30,27
GENE-9675,NO,18.3,10.7,7.7,0.719,-0.5,2.7e-01,1.0e+00,0.9336,1235,12,7,13,11,6,6
GENE-11172,NO,2084.7,948.7,1136,1.197,0.3,2.7e-01,1.0e+00,0.9336,1236,956,1183,707,1195,1228,985
GENE-12867,NO,39.7,15.7,24,1.518,0.6,2.7e-01,1.0e+00,0.9336,1237,7,18,22,31,29,12
GENE-6715,NO,228,97.7,130.3,1.333,0.4,2.7e-01,1.0e+00,0.9336,1238,89,122,82,81,115,195
GENE-10183,NO,396.3,306,90.3,0.296,-1.8,2.7e-01,1.0e+00,0.9336,1239,0,778,140,109,130,32
GENE-19659,NO,260,96.3,163.7,1.694,0.8,2.7e-01,1.0e+00,0.9336,1240,191,32,66,93,184,214
GENE-12506,NO,234.7,107.7,127,1.177,0.2,2.7e-01,1.0e+00,0.9336,1241,119,91,113,150,107,124
GENE-1290,NO,1015,541.7,473.3,0.874,-0.2,2.7e-01,1.0e+00,0.9336,1242,510,573,542,481,537,402
GENE-9818,NO,36.3,14,22.3,1.581,0.7,2.7e-01,1.0e+00,0.9336,1243,8,10,24,36,19,12
GENE-13358,NO,436.7,204,232.7,1.141,0.2,2.7e-01,1.0e+00,0.9336,1244,180,214,218,251,239,208
GENE-14212,NO,379.7,215.7,164,0.761,-0.4,2.7e-01,1.0e+00,0.9336,1244,133,245,269,223,135,134
GENE-14146,NO,18449,7775,10674,1.373,0.5,2.7e-01,1.0e+00,0.9336,1245,3971,10771,8583,12003,7419,12600
GENE-811,NO,1720.3,1148.3,572,0.498,-1,2.7e-01,1.0e+00,0.9336,1246,185,1084,2176,1004,425,287
GENE-11077,NO,111.7,48.7,63,1.295,0.4,2.7e-01,1.0e+00,0.9342,1248,43,72,31,58,68,63
GENE-7952,NO,320,173,147,0.852,-0.2,2.7e-01,1.0e+00,0.9342,1249,141,216,162,142,149,150
GENE-12914,NO,44,24.7,19.3,0.781,-0.4,2.7e-01,1.0e+00,0.9342,1250,18,32,24,15,21,22
GENE-7314,NO,1382.7,758,624.7,0.824,-0.3,2.7e-01,1.0e+00,0.9342,1251,919,789,566,672,707,495
GENE-19254,NO,196.3,109.3,87,0.793,-0.3,2.7e-01,1.0e+00,0.9354,1253,127,74,127,66,91,104
GENE-12926,NO,44.7,25.7,19,0.738,-0.4,2.7e-01,1.0e+00,0.9354,1254,18,24,35,20,12,25
GENE-13963,NO,43,24.3,18.7,0.765,-0.4,2.7e-01,1.0e+00,0.9354,1255,35,22,16,17,20,19
GENE-5248,NO,1141.7,613.3,528.3,0.861,-0.2,2.7e-01,1.0e+00,0.9368,1258,495,604,741,526,529,530
GENE-10853,NO,507.7,272.7,235,0.862,-0.2,2.7e-01,1.0e+00,0.9368,1259,273,279,266,284,194,227
GENE-11670,NO,303.3,162,141.3,0.873,-0.2,2.7e-01,1.0e+00,0.9368,1260,180,143,163,152,125,147
GENE-13738,NO,151.7,70.3,81.3,1.156,0.2,2.7e-01,1.0e+00,0.9368,1261,60,76,75,74,89,81
GENE-465,NO,125.3,67.7,57.7,0.853,-0.2,2.7e-01,1.0e+00,0.9368,1262,66,70,67,46,67,60
GENE-19917,NO,4376,1990.7,2385.3,1.198,0.3,2.7e-01,1.0e+00,0.9368,1263,1878,1954,2140,2118,3183,1855
GENE-14772,NO,1109,636.3,472.7,0.742,-0.4,2.7e-01,1.0e+00,0.9368,1264,327,960,622,454,509,455
GENE-16378,NO,384,174,210,1.209,0.3,2.7e-01,1.0e+00,0.9368,1265,149,200,173,152,225,253
GENE-13074,NO,36.7,21.7,15,0.691,-0.5,2.7e-01,1.0e+00,0.9368,1266,30,19,16,23,15,7
GENE-9068,NO,394,172.3,221.7,1.289,0.4,2.7e-01,1.0e+00,0.9368,1267,154,184,179,139,200,326
GENE-17579,NO,12185.7,6415,5770.7,0.9,-0.2,2.7e-01,1.0e+00,0.9368,1267,5949,7208,6088,5739,5739,5834
GENE-6670,NO,4282.3,2396,1886.3,0.787,-0.3,2.7e-01,1.0e+00,0.9368,1268,2093,3490,1605,1934,2095,1630
GENE-12805,NO,227.3,103.3,124,1.198,0.3,2.7e-01,1.0e+00,0.9368,1269,106,87,117,143,94,135
GENE-8604,NO,870,460.7,409.3,0.889,-0.2,2.7e-01,1.0e+00,0.9372,1271,493,471,418,422,391,415
GENE-16688,NO,1016,385.7,630.3,1.634,0.7,2.7e-01,1.0e+00,0.9374,1272,301,141,715,514,965,412
GENE-9866,NO,31,12.7,18.3,1.437,0.5,2.7e-01,1.0e+00,0.9374,1273,12,7,19,26,12,17
GENE-14010,NO,1111.3,597,514.3,0.861,-0.2,2.7e-01,1.0e+00,0.9374,1274,469,693,629,522,531,490
GENE-13330,NO,70.3,47.3,23,0.485,-1,2.7e-01,1.0e+00,0.9374,1275,59,32,51,58,2,9
GENE-8432,NO,2416,1143,1273,1.114,0.2,2.7e-01,1.0e+00,0.9374,1276,1159,1155,1115,1393,1163,1263
GENE-19261,NO,730.7,387,343.7,0.887,-0.2,2.7e-01,1.0e+00,0.9374,1277,394,383,384,341,310,380
GENE-4128,NO,112.3,49.3,63,1.271,0.3,2.7e-01,1.0e+00,0.9374,1278,42,48,58,42,62,85
GENE-3422,NO,350,158,192,1.216,0.3,2.7e-01,1.0e+00,0.9374,1279,146,145,183,253,178,145
GENE-16591,NO,1441.7,638.3,803.3,1.258,0.3,2.7e-01,1.0e+00,0.9374,1280,522,804,589,813,1050,547
GENE-929,NO,163.7,93.3,70.3,0.751,-0.4,2.7e-01,1.0e+00,0.9374,1280,115,73,92,64,105,42
GENE-608,NO,7348.3,4041.3,3307,0.818,-0.3,2.8e-01,1.0e+00,0.9374,1281,4328,2669,5127,3467,3511,2943
GENE-4654,NO,108.3,49.7,58.7,1.176,0.2,2.8e-01,1.0e+00,0.9374,1282,59,48,42,59,53,64
GENE-3670,NO,23.7,9.3,14.3,1.523,0.6,2.8e-01,1.0e+00,0.9374,1283,15,3,10,10,18,15
GENE-18406,NO,115.7,51.7,64,1.239,0.3,2.8e-01,1.0e+00,0.9374,1284,43,70,42,52,70,70
GENE-15858,NO,95.7,42.7,53,1.237,0.3,2.8e-01,1.0e+00,0.9374,1285,50,41,37,41,48,70
GENE-3727,NO,1897.7,1027,870.7,0.848,-0.2,2.8e-01,1.0e+00,0.9374,1286,1194,1119,768,771,943,898
GENE-9842,NO,5845.7,3155,2690.7,0.853,-0.2,2.8e-01,1.0e+00,0.9374,1287,3811,3315,2339,2825,2659,2588
GENE-1589,NO,223,73.7,149.3,2.019,1,2.8e-01,1.0e+00,0.9374,1288,53,29,139,58,336,54
GENE-18264,NO,352,191.7,160.3,0.84,-0.3,2.8e-01,1.0e+00,0.9374,1289,238,185,152,187,145,149
GENE-3445,NO,228.3,106.7,121.7,1.138,0.2,2.8e-01,1.0e+00,0.9374,1290,105,98,117,134,120,111
GENE-14555,NO,319,171,148,0.868,-0.2,2.8e-01,1.0e+00,0.9374,1291,156,192,165,144,171,129
GENE-15334,NO,6354,2997.3,3356.7,1.12,0.2,2.8e-01,1.0e+00,0.9374,1292,2793,3194,3005,3116,3793,3161
GENE-6345,NO,3103,1672.3,1430.7,0.855,-0.2,2.8e-01,1.0e+00,0.9374,1293,2043,1558,1416,1212,1466,1614
GENE-3204,NO,1102.7,514.7,588,1.142,0.2,2.8e-01,1.0e+00,0.9374,1294,446,560,538,527,582,655
GENE-16621,NO,493,280,213,0.761,-0.4,2.8e-01,1.0e+00,0.9379,1295,321,196,323,167,316,156
GENE-17572,NO,246,135.3,110.7,0.819,-0.3,2.8e-01,1.0e+00,0.938,1296,150,108,148,91,146,95
GENE-10503,NO,3839.7,2019,1820.7,0.902,-0.1,2.8e-01,1.0e+00,0.9384,1298,2039,1842,2176,1830,1858,1774
GENE-10406,NO,1079.7,507.3,572.3,1.128,0.2,2.8e-01,1.0e+00,0.9389,1299,476,481,565,534,569,614
GENE-18326,NO,45,24.7,20.3,0.822,-0.3,2.8e-01,1.0e+00,0.9403,1302,24,22,28,16,21,24
GENE-5767,NO,914.7,487,427.7,0.879,-0.2,2.8e-01,1.0e+00,0.9403,1303,447,469,545,480,400,403
GENE-9033,NO,107.7,48,59.7,1.236,0.3,2.8e-01,1.0e+00,0.9403,1304,37,51,56,77,54,48
GENE-7231,NO,135,75.3,59.7,0.792,-0.3,2.8e-01,1.0e+00,0.9403,1305,74,102,50,64,67,48
GENE-11272,NO,21,12,9,0.749,-0.4,2.8e-01,1.0e+00,0.9403,1306,9,16,11,12,8,7
GENE-9199,NO,125.3,57.7,67.7,1.168,0.2,2.8e-01,1.0e+00,0.9403,1307,65,51,57,59,65,79
GENE-17394,NO,134.7,61,73.7,1.207,0.3,2.8e-01,1.0e+00,0.9403,1308,58,75,50,90,71,60
GENE-13927,NO,9468.7,5196,4272.7,0.822,-0.3,2.8e-01,1.0e+00,0.9403,1309,3617,5827,6144,4743,4693,3382
GENE-3659,NO,100,25.7,74.3,2.882,1.5,2.8e-01,1.0e+00,0.9403,1310,1,1,75,25,158,40
GENE-17019,NO,1175.7,537,638.7,1.19,0.3,2.8e-01,1.0e+00,0.9403,1311,690,477,444,546,703,667
GENE-18268,NO,60,33.3,26.7,0.797,-0.3,2.8e-01,1.0e+00,0.9403,1312,42,33,25,23,34,23
GENE-8787,NO,19,7.7,11.3,1.464,0.5,2.8e-01,1.0e+00,0.9403,1313,6,11,6,11,6,17
GENE-13111,NO,4454.7,2494,1960.7,0.786,-0.3,2.8e-01,1.0e+00,0.9403,1314,2167,1747,3568,1685,2483,1714
GENE-9678,NO,66,30,36,1.194,0.3,2.8e-01,1.0e+00,0.9403,1314,35,29,26,30,40,38
GENE-5714,NO,1228.3,663.3,565,0.852,-0.2,2.8e-01,1.0e+00,0.9403,1315,846,536,608,541,559,595
GENE-13932,NO,51.3,23,28.3,1.224,0.3,2.8e-01,1.0e+00,0.9403,1316,20,30,19,27,27,31
GENE-11484,NO,71.3,38.3,33,0.857,-0.2,2.8e-01,1.0e+00,0.9403,1317,40,40,35,30,37,32
GENE-9436,NO,150.7,70,80.7,1.152,0.2,2.8e-01,1.0e+00,0.9403,1318,63,82,65,74,82,86
GENE-14861,NO,311.3,167.7,143.7,0.859,-0.2,2.8e-01,1.0e+00,0.9403,1319,177,163,163,127,180,124
